,type,reference,price,district,street,area,plant,lift,parking,description
41,Flat,/en/inmueble/101556151/,"995,000€","['\n\n\n\n\n\n\nFlat in calle de Mallorca', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n995', '000€\n\n\n4 bed.\n160 m²\n1st floor exterior with lift\n\n\nCharming apartment in the heart of Eixample Right.\nLocated on the principal floor of a stunning classic building dating back to 1920', ' this spacious residence boasts a beautiful entrance and a newly installed lift.\nThe apartment preserves its original features']",calle de Mallorca,160 m²,1st,with lift,,"Charming apartment in the heart of Eixample Right.
Located on the principal floor of a stunning classic building dating back to 1920, this spacious residence boasts a beautiful entrance and a newly installed lift.
The apartment preserves its original features, including high ceilings adorned wit"
42,Flat,/en/inmueble/101559956/,"1,250,000€","['\n\n\n\n\n\n\nFlat in calle de Balmes', ' Sant Gervasi - La Bonanova', ' Barcelona\n\n\n1', '250', '000€\n\n\n4 bed.\n262 m²\n7th floor exterior with lift\n\n\nLucas Fox presents this bright and spacious property.\nThe property is located on the highest floors of the building']",calle de Balmes,262 m²,7th,with lift,,"Lucas Fox presents this bright and spacious property.
The property is located on the highest floors of the building, so its spectacular 19 m 2 terrace has incredible panoramic views of Tibidabo and Barcelona.
The day area is southeast facing and the dining room and living room are glazed to enjo"
43,Flat,/en/inmueble/101617415/,"215,000€","['\n\n\n\n\n\n\nFlat in calle del Poeta Cabanyes', ' El Poble Sec - Parc de Montjuïc', ' Barcelona\n\n\n215', '000€\n\n\n2 bed.\n51 m²\n2nd floor exterior without lift\n\n\nUNBEATABLE OPPORTUNITY! Housing in good state of conservation. It has 2 exterior rooms in the Barrio El Poble-sec.\nKitchen', ' balcony and bathroom.\nIts location is a highlight', ' being within walking distance of the Mirador del Poble Sec Park', ' El Molino Barcelona', ' Antic monestir de Sant Pau del Camp']",calle del Poeta Cabanyes,51 m²,2nd,without lift,,"UNBEATABLE OPPORTUNITY! Housing in good state of conservation. It has 2 exterior rooms in the Barrio El Poble-sec.
Kitchen, balcony and bathroom.
Its location is a highlight, being within walking distance of the Mirador del Poble Sec Park, El Molino Barcelona, Antic monestir de Sant Pau del Camp,"
44,Flat,/en/inmueble/101611216/,"545,000€","['\n\n\n\n\n\n\nFlat in calle de Nicaragua', ' 52', ' Sants', ' Barcelona\n\n\n545', '000€\nGarage optional 25']",calle de Nicaragua,127 m²,2nd,with lift,"Garage optional 25,000 €","WE PRESENT AN EXCLUSIVE PROPERTY FROM LA TEVA IMMOBILIÀRIA!
Apartment for sale in a beautiful brick building
+ Located on Nicaragua street with Berlin
+ Very well preserved exposed brick farm
+ 2nd real floor height with lots of natural light
+ Three rooms facing the street (living room and two do"
45,Flat,/en/inmueble/101083072/,"315,000€","['\n\n\n\n\n\n\nFlat in avenida de Madrid', ' Sants - Badal', ' Barcelona\n\n\n315', '000€\nGarage optional 35', '000 €\n\n\n3 bed.\n96 m²\n1st floor exterior with lift\n\n\nBeautiful apartment located on Avenida de Madrid very close to Avenida de Carlos III', ' in the delimitation area of the neighborhoods of ""Les Corts"" i ""Sants"" and very close of the ""Nou Camp"" of Fútbol Club Barcelona.\nThe flat', ' very well preserved and in perfect condition']",avenida de Madrid,96 m²,1st,with lift,"Garage optional 35,000 €","Beautiful apartment located on Avenida de Madrid very close to Avenida de Carlos III, in the delimitation area of the neighborhoods of ""Les Corts"" i ""Sants"" and very close of the ""Nou Camp"" of Fútbol Club Barcelona.
The flat, very well preserved and in perfect condition, currently has 87 useful m2 a"
46,Flat,/en/inmueble/101478731/,"585,000€","['\n\n\n\n\n\n\nFlat in calle de Buenos Aires', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n585', '000€\n\n\n4 bed.\n111 m²\n6th floor with lift\n\n\nHigh and bright apartment in Buenos Aires street', ' located on the sixth floor of a building with 2 elevators and concierge service.\nThe house is distributed in a hall', ' 4 bedrooms (3 doubles and 1 single)', ' a spacious living-dining room']",calle de Buenos Aires,111 m²,6th,lift,,"High and bright apartment in Buenos Aires street, located on the sixth floor of a building with 2 elevators and concierge service.
The house is distributed in a hall, 4 bedrooms (3 doubles and 1 single), a spacious living-dining room, an independent kitchen with access to a laundry room and two bath"
47,Flat,/en/inmueble/101604406/,"750,000€","['\n\n\n\n\n\n\nFlat in Icaria', ' La Vila Olímpica del Poblenou', ' Barcelona\n\n\n750', '000€\nParking included\n\n\n4 bed.\n128 m²\n2nd floor exterior with lift\n\n\nMagnificent totally exterior apartment located on Av Icaria', ' one street from the Mapfre towers']",Icaria,128 m²,2nd,with lift,Parking included,"Magnificent totally exterior apartment located on Av Icaria, one street from the Mapfre towers, Hotel Arts and Puerto Olimpico. It has a community garden and a parking space included in the price. As we enter the apartment we find the hall that leads to a large living room with access to the terrace"
48,Penthouse,/en/inmueble/101620974/,"375,000€","['\n\n\n\n\n\n\nPenthouse in calle de la Reina Amàlia', ' El Raval', ' Barcelona\n\n\n375', '000€\n\n\n2 bed.\n65 m²\n5th floor exterior without lift\n\n\nThis ático is at Carrer de la Reina Amàlia', ' 08001', ' Barcelona', ' Barcelona', ' is in the district of Ciutat Vella']",calle de la Re,65 m²,5th,without lift,,"This ático is at Carrer de la Reina Amàlia, 08001, Barcelona, Barcelona, is in the district of Ciutat Vella, on floor 5. It is a ático that has 65 m2 of which 63 m2 are useful and has 2 rooms and 1 bathrooms.
It includes ático."
49,Flat,/en/inmueble/101605938/,"630,000€","['\n\n\n\n\n\n\nFlat in Hospital', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n630', '000€\n\n\n16 bed.\n485 m²\n1st floor interior without lift\n\n\nFOR INVESTOR\n9 APARTMENTS RENTED IN THE SAME PROPERTY OF 23 FLOORS\nProperties located in the Raval', ' a neighborhood of Barcelona', ' located in the Ciutat Vella district']",Hospital,485 m²,1st,without lift,,"FOR INVESTOR
9 APARTMENTS RENTED IN THE SAME PROPERTY OF 23 FLOORS
Properties located in the Raval, a neighborhood of Barcelona, located in the Ciutat Vella district, born from the extension of the medieval walls of the city.Very close to La Rambla and very well connected with the metro and bus li"
50,Flat,/en/inmueble/101618281/,"300,000€","['\n\n\n\n\n\n\nFlat in calle de Ramon Albó', ' El Congrés i els Indians', ' Barcelona\n\n\n300', '000€\n\n\n3 bed.\n90 m²\nGround floor exterior with lift\n\n\nWe enter and the first thing that surprises us is the light that reaches us to the entrance of the apartment. This beautiful oasis', ' without square meters lost in an endless corridor', ' with three rooms', ' two of them single and one double']",calle de Ramon Albó,90 m²,Ground,with lift,,"We enter and the first thing that surprises us is the light that reaches us to the entrance of the apartment. This beautiful oasis, without square meters lost in an endless corridor, with three rooms, two of them single and one double, all with natural light and very quiet. And the jewel of the hous"
51,Flat,/en/inmueble/101617607/,"595,000€","['\n\n\n\n\n\n\nFlat in calle de Casanova', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n595', '000€\n\n\n2 bed.\n82 m²\n2nd floor exterior with lift\n\n\nThis flat is at Carrer de Casanova', ' 08011', ' Barcelona', ' Barcelona', ' on floor 2. It is a flat that has 82 m2 and has 2 rooms and 2 bathrooms.\nBesides', ' it includes aire acondicionado', ' exterior', ' ascensor', ' equipped kitchen', ' radiator heating']",calle de Casanova,82 m²,2nd,with lift,,"This flat is at Carrer de Casanova, 08011, Barcelona, Barcelona, on floor 2. It is a flat that has 82 m2 and has 2 rooms and 2 bathrooms.
Besides, it includes aire acondicionado, exterior, ascensor, equipped kitchen, radiator heating, luminous and wardrobe."
52,Flat,/en/inmueble/100579289/,"345,000€","['\n\nFlat in Sant Antoni', ' Barcelona\n\n\n345', '000€\n\n\n359', '000 €\n\n4%\n\n\n\n4 bed.\n80 m²\n1st floor exterior with lift\n\n\nThis flat is at 08015', ' Barcelona', ' Barcelona']",Sant Antoni,80 m²,1st,with lift,,"This flat is at 08015, Barcelona, Barcelona, on floor 1. It is a flat that has 82 m2 and has 4 rooms and 1 bathrooms."
53,Flat,/en/inmueble/101610339/,"260,000€","['\n\n\n\n\n\n\nFlat in calle de El Escorial', ' Vila de Gràcia', ' Barcelona\n\n\n260', '000€\n\n\n2 bed.\n73 m²\nGround floor exterior with lift\n\n\nHabita Barcelona', ' presents this exclusive recently renovated apartment on the street', ' of 73m3 built. Located in the neighborhood of Gràcia molt prop de la Trav. De Dalt and Parc dels Aigues']",calle de El Escorial,73 m²,Ground,with lift,,"Habita Barcelona, presents this exclusive recently renovated apartment on the street, of 73m3 built. Located in the neighborhood of Gràcia molt prop de la Trav. De Dalt and Parc dels Aigues, surrounded by shops and restaurants.
The house has a large outdoor living-dining room with an open kitchen of"
54,Flat,/en/inmueble/101611056/,"835,000€","['\n\n\n\n\n\n\nFlat in rambla de Canaletes', ' El Gòtic', ' Barcelona\n\n\n835', '000€\n\n\n6 bed.\n202 m²\n2nd floor exterior with lift\n\n\nUnique modernist property due to its characteristics.\nLocated next to the mythical Rambla de Barcelona', ' just 200m from Plaza Cataluña', ' is this unique piece due to its configuration and construction period', ' early 20th century', ' at the height of the modernist trend in Barcelona']",rambla de Canaletes,202 m²,2nd,with lift,,"Unique modernist property due to its characteristics.
Located next to the mythical Rambla de Barcelona, just 200m from Plaza Cataluña, is this unique piece due to its configuration and construction period, early 20th century, at the height of the modernist trend in Barcelona, built by one of the re"
55,Flat,/en/inmueble/101605768/,"339,000€","['\n\n\n\n\n\n\nFlat in Llança / Aragon', "" La Nova Esquerra de l'Eixample"", ' Barcelona\n\n\n339', '000€\n\n\n2 bed.\n75 m²\n2nd floor exterior with lift\n\n\nLLANÇA / ARAGON.HIGH-QUALITY RENOVATED apartment of 75 m2', ' currently 2 rooms', ' one double and one single (you have the possibility of recovering the third one that is next to the corridor but it has everything prepared such as plugs', ' internet wiring', ' window', ' etc. to only put a partition and door)']",Llança / Aragon,75 m²,2nd,with lift,,"LLANÇA / ARAGON.HIGH-QUALITY RENOVATED apartment of 75 m2, currently 2 rooms, one double and one single (you have the possibility of recovering the third one that is next to the corridor but it has everything prepared such as plugs, internet wiring, window, etc. to only put a partition and door), 2n"
56,Flat,/en/inmueble/101606472/,"295,000€","['\n\n\n\n\n\n\nFlat in calle de Josep Estivill', ' Navas', ' Barcelona\n\n\n295', '000€\nGarage optional 15', '000 €\n\n\n3 bed.\n93 m²\n7th floor exterior with lift\n\n\nThis house on Josep Estivill street', ' which is currently being remodeled and will become semi-pedestrian', ' is located in the Navas neighborhood next to the park']",calle de Josep Estivill,93 m²,7th,with lift,"Garage optional 15,000 €","This house on Josep Estivill street, which is currently being remodeled and will become semi-pedestrian, is located in the Navas neighborhood next to the park, on the seventh floor.We find this cozy and bright 93 m² apartment with a balcony that allows us to put a table with some chairs and with aft"
57,Flat,/en/inmueble/101606582/,"198,000€","['\n\n\n\n\n\n\nFlat in Gran vía de les Corts catalanes', ' Hostafrancs', ' Barcelona\n\n\n198', '000€\n\n\n1 bed.\n57 m²\n1st floor exterior with lift\n\n\nOpportunity', ' apartment with an excellent location in the Hostafrancs neighborhood', ' on Gran Vía de les Corts Catalanes', ' 5 minutes from Plaza España.\n57m2 apartment according to cadastre', ' recently renovated.\n*Ready to move into']",Gran vía de les Corts catalanes,57 m²,1st,with lift,,"Opportunity, apartment with an excellent location in the Hostafrancs neighborhood, on Gran Vía de les Corts Catalanes, 5 minutes from Plaza España.
57m2 apartment according to cadastre, recently renovated.
*Ready to move into, distributed in:
- 1 exterior room.
- 1 Bathroom with shower.
- Living ro"
58,Flat,/en/inmueble/101618789/,"1,580,000€","['\n\n\n\n\n\n\nFlat in calle de Roger de Lluria', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '580', '000€\n\n\n5 bed.\n198 m²\n5th floor exterior with lift\n\n\nWelcome to the epitome of luxury living! This stunning apartment boasts an impressive 198 square meters of constructed space', ' with a spacious and comfortable living area of 177 square meters. With five generously sized bedrooms and three sleek and modern bathrooms']",calle de Roger de Lluria,198 m²,5th,with lift,,"Welcome to the epitome of luxury living! This stunning apartment boasts an impressive 198 square meters of constructed space, with a spacious and comfortable living area of 177 square meters. With five generously sized bedrooms and three sleek and modern bathrooms, this apartment is perfect for fami"
59,Flat,/en/inmueble/101596238/,"290,000€","['\n\n\n\n\n\n\nFlat in Passatge de Simó', ' La Sagrada Família', ' Barcelona\n\n\n290', '000€\n\n\n2 bed.\n55 m²\n1st floor interior without lift\n\n\nCOMPLETELY RENOVATED PROPERTY WITH TERRACE!\nIn one of the best areas', ' near La Sagrada Familia', ' very close to all kinds of shops', ' Sant Pau hospital', ' schools']",Passatge de Simó,55 m²,1st,without lift,,"COMPLETELY RENOVATED PROPERTY WITH TERRACE!
In one of the best areas, near La Sagrada Familia, very close to all kinds of shops, Sant Pau hospital, schools, CC Les Glorias. Very well connected with line 5 (Blue) and line 2 (Purple) Sagrada Familia stop and with various bus lines.
Farm from 1900 WI"
