,type,reference,price,district,street,area,plant,lift,parking,description
42,Flat,/en/inmueble/101544384/,"130,000€","['\n\n\n\n\n\n\nFlat in calle de les Agudes', ' Ciutat Meridiana - Torre Baró - Vallbona', ' Barcelona\n\n\n130', '000€\n\n\n3 bed.\n64 m²\n4th floor exterior without lift\n\n\nBRIGHT WITH BALCONY', ' DOES NOT HAVE ELEVATOR. House of 64 m² built according to cadastre', ' 60 m² useful', ' ready to move into. Fantastic real 4th floor without elevator (short and comfortable stairs to climb). It has a very bright and spacious living-dining room with access to an L-shaped balcony']",calle de les Agudes,64 m²,4th,without lift,,"BRIGHT WITH BALCONY, DOES NOT HAVE ELEVATOR. House of 64 m² built according to cadastre, 60 m² useful, ready to move into. Fantastic real 4th floor without elevator (short and comfortable stairs to climb). It has a very bright and spacious living-dining room with access to an L-shaped balcony, with"
43,Flat,/en/inmueble/101399889/,"415,000€","[""\n\n\n\n\n\n\nFlat in El Camp d'En Grassot i Gràcia Nova"", ' Barcelona\n\n\n415', '000€\n\n\n1 bed.\n68 m²\n1st floor exterior with lift\n\n\nOne bedroom loft in Gràcia\nBefore entering the development', ' we already see that it is a building with great finishes', ' a ventilated façade', ' which improves insulation', ' both acoustic and thermal']",El Camp d'En Grassot i Gràcia Nova,68 m²,1st,with lift,,"One bedroom loft in Gràcia
Before entering the development, we already see that it is a building with great finishes, a ventilated façade, which improves insulation, both acoustic and thermal, together with wooden windows and aerothermal energy.
We enter the spacious hall that leads us to the eleva"
44,Flat,/en/inmueble/101421006/,"1,700,000€","['\n\n\n\n\n\n\nFlat in Pedralbes', ' Barcelona\n\n\n1', '700', '000€\n\n\n6 bed.\n285 m²\n3rd floor exterior with lift\n\n\nIncredible apartment to reform located in Pedralbes\nWe exclusively present this beautiful and elegant apartment in one of the most prestigious areas of the city', ' Pedralbes. As soon as you enter the property', ' you can appreciate its spaciousness']",Pedralbes,285 m²,3rd,with lift,,"Incredible apartment to reform located in Pedralbes
We exclusively present this beautiful and elegant apartment in one of the most prestigious areas of the city, Pedralbes. As soon as you enter the property, you can appreciate its spaciousness, the wonderful light that it has all day due to its opti"
45,Penthouse,/en/inmueble/98927285/,"499,000€","['\n\n\n\n\n\n\nPenthouse in calle de Cabrera', ' Sant Andreu', ' Barcelona\n\n\n499', '000€\n\n\n2 bed.\n95 m²\n4th floor exterior with lift\n\n\nPenthouse with terrace in the heart of Sant Andreu\nWe put at your disposal a penthouse with terrace that you will surely fall in love with. It is one of those places that when you enter', ' transmits peace.\nWhen accessing the property']",calle de Cabrera,95 m²,4th,with lift,,"Penthouse with terrace in the heart of Sant Andreu
We put at your disposal a penthouse with terrace that you will surely fall in love with. It is one of those places that when you enter, transmits peace.
When accessing the property, we find a hall that distributes the house into two spaces:
On the"
46,Flat,/en/inmueble/101388890/,"465,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n465', '000€\n\n\n2 bed.\n60 m²\n3rd floor exterior with lift\n\n\nApartment very close to the Sagrada Família\nMagnificent completely renovated apartment in the heart of the Sagrada Família neighbourhood. Close to public transport', ' and a few meters from the Basilica of the Sagrada Família']",La Dreta de l'Eixample,60 m²,3rd,with lift,,"Apartment very close to the Sagrada Família
Magnificent completely renovated apartment in the heart of the Sagrada Família neighbourhood. Close to public transport, and a few meters from the Basilica of the Sagrada Família, Hospital de Sant Pau and Avinguda Gaudí.
The apartment has 57m2 built and is"
47,Flat,/en/inmueble/98275451/,"537,500€","['\n\n\n\n\n\n\nFlat in La Vila Olímpica del Poblenou', ' Barcelona\n\n\n537', '500€\n\n\n4 bed.\n118 m²\n6th floor exterior with lift\n\n\nApartment with terrace and views in Vila Olímpica\nNext to the Ciutadella park']",La Vila Olímpica del Poblenou,118 m²,6th,with lift,,"Apartment with terrace and views in Vila Olímpica
Next to the Ciutadella park, in a very quiet and wooded area surrounded by parks we find this wonderful high floor apartment with terrace and unobstructed views (Montjuic and Tibidabo). Located on the seventh floor of a building with elevator and par"
48,Flat,/en/inmueble/101348468/,"1,200,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '200', '000€\n\n\n1', '280', '000 €\n\n6%\n\n\n\n6 bed.\n229 m²\n2nd floor exterior with lift\n\n\nThis spacious apartment', ' with a total of 220 sqm built', ' features a charming 12 sqm south-facing exterior gallery that enjoys sunshine all year round. Situated on the third actual floor of a beautiful', ' well-preserved regal building from 1936', ' this property is filled with original elements']",La Dreta de l'Eixample,229 m²,2nd,with lift,,"This spacious apartment, with a total of 220 sqm built, features a charming 12 sqm south-facing exterior gallery that enjoys sunshine all year round. Situated on the third actual floor of a beautiful, well-preserved regal building from 1936, this property is filled with original elements, adding to"
49,Penthouse,/en/inmueble/101327540/,"675,000€","['\n\n\n\n\n\n\nPenthouse in Sant Pere - Santa Caterina i la Ribera', ' Barcelona\n\n\n675', '000€\n\n\n699', '000 €\n\n3%\n\n\n\n2 bed.\n101 m²\n exterior\n\n\nThis exquisite penthouse apartment enjoys an excellent location in the best part of El Born in the heart of Barcelona. It stands out for having plenty of private terrace space with two decked terraces that are connected by a spiral staircase']",Sant Pere - Santa Cater,101 m²,,,,"This exquisite penthouse apartment enjoys an excellent location in the best part of El Born in the heart of Barcelona. It stands out for having plenty of private terrace space with two decked terraces that are connected by a spiral staircase, where you can enjoy al fresco dining or a chill-out area"
50,Flat,/en/inmueble/101526946/,"1,445,000€","['\n\n\n\n\n\n\nFlat in paseo de la Bonanova', ' Les Tres Torres', ' Barcelona\n\n\n1', '445', '000€\nParking included\n\n\n6 bed.\n223 m²\n1st floor exterior with lift\n\n\nFlat for sale with Terrace in Les Tres Torres (Barcelona)\nBrand new 222 sqm flat with a 21sqm Terrace and views in Les Tres Torres', ' Barcelona. The property has 6 bedrooms', ' 3 bathrooms', ' fireplace', ' 2 parking spaces', ' air conditioning', ' fitted wardrobes', ' laundry room', ' balcony', ' garden', ' heating']",paseo de la Bonanova,223 m²,1st,with lift,Parking included,"Flat for sale with Terrace in Les Tres Torres (Barcelona)
Brand new 222 sqm flat with a 21sqm Terrace and views in Les Tres Torres, Barcelona. The property has 6 bedrooms, 3 bathrooms, fireplace, 2 parking spaces, air conditioning, fitted wardrobes, laundry room, balcony, garden, heating, concierge"
51,Duplex,/en/inmueble/101497098/,"2,480,000€","[""\n\n\n\n\n\n\nDuplex in calle de l'Abadessa Olzet"", ' Pedralbes', ' Barcelona\n\n\n2', '480', '000€\nParking included\n\n\n4 bed.\n330 m²\n1st floor exterior with lift\n\n\nFor sale refurbished duplex with private garden and communal pool\nThis fantastic duplex recently renovated with communal garden', ' swimming pool and gym', ' has three magnificent suites', ' a private garden with porch and barbecue very enjoyable']",calle de l'Abadessa Olzet,330 m²,1st,with lift,Parking included,"For sale refurbished duplex with private garden and communal pool
This fantastic duplex recently renovated with communal garden, swimming pool and gym, has three magnificent suites, a private garden with porch and barbecue very enjoyable, thanks to its southeast orientation. 
Accessing from the ha"
52,Flat,/en/inmueble/101298702/,"390,000€","['\n\n\n\n\n\n\nFlat in Sant Pere - Santa Caterina i la Ribera', ' Barcelona\n\n\n390', '000€\n\n\n430', '000 €\n\n9%\n\n\n\n2 bed.\n82 m²\n with lift\n\n\nThe magnificent new development Hostal Sant Antoni is in the Born district', ' one of the most popular areas of the city of Barcelona', ' since it is very quiet', ' but central', ' with all the necessary services and a great selection of shops']",Sant Pere - Santa Cater,82 m²,,,,"The magnificent new development Hostal Sant Antoni is in the Born district, one of the most popular areas of the city of Barcelona, since it is very quiet, but central, with all the necessary services and a great selection of shops, restaurants and places of cultural interest.
The home covers a to"
53,Flat,/en/inmueble/95342894/,"132,000€","['\n\n\n\n\n\n\nFlat in calle de Sant Gil', ' El Raval', ' Barcelona\n\n\n132', '000€\n\n\n138', '700 €\n\n5%\n\n\n\n3 bed.\n65 m²\nGround floor exterior without lift\n\n\nFloor', ' loft total surface area 65 m²', ' double bedrooms: 3', ' 2 bathrooms', ' floor no. : 1', ' terrace', ' energy emission rate: C', ' 13', ' energy consumption rate: D']",calle de Sant Gil,65 m²,Ground,without lift,,"Floor, loft total surface area 65 m², double bedrooms: 3, 2 bathrooms, floor no. : 1, terrace, energy emission rate: C, 13, energy consumption rate: D, 71."
54,Flat,/en/inmueble/101401261/,"229,000€","['\n\n\n\n\n\n\nFlat in calle de Sant Pere Mitjà', ' Sant Pere - Santa Caterina i la Ribera', ' Barcelona\n\n\n229', '000€\n\n\n1 bed.\n42 m²\nMezzanine exterior without lift\n\n\nCharming flat for sale in El Born\nIn one of the most sought-after areas of Barcelona', ' just a few metres from the Palau de la Música and the Santa Catarina market', ' we find this beautiful']",calle de Sant Pere Mitjà,42 m²,Mezzanine,lift,,"Charming flat for sale in El Born
In one of the most sought-after areas of Barcelona, just a few metres from the Palau de la Música and the Santa Catarina market, we find this beautiful, brand new refurbished flat on the first floor of a building in good condition without a lift.
The 42sq m flat ba"
55,Flat,/en/inmueble/101546661/,"850,000€","['\n\n\n\n\n\n\nFlat in Les Corts', ' Barcelona\n\n\n850', '000€\n\n\n5 bed.\n207 m²\n7th floor exterior with lift\n\n\nMagnificent high-floor apartment', ' dual orientation in Les Corts\nEngel&Volkers presents this magnificent property located in the best area of Les Corts', ' next to Plaza Concordia. This high', ' bright', ' and dual-facing apartment offers a generous surface area of 207m2. It consists of 5 bedrooms']",Les Corts,207 m²,7th,with lift,,"Magnificent high-floor apartment, dual orientation in Les Corts
Engel&Volkers presents this magnificent property located in the best area of Les Corts, next to Plaza Concordia. This high, bright, and dual-facing apartment offers a generous surface area of 207m2. It consists of 5 bedrooms, 2 bathroom"
56,Flat,/en/inmueble/101407400/,"1,272,000€","['\n\n\n\n\n\n\nFlat in calle del Doctor Ferran', ' Pedralbes', ' Barcelona\n\n\n1', '272', '000€\nGarage optional 23', '000 €\n\n\n4 bed.\n177 m²\n4th floor exterior with lift\n\n\nThree winds apartment for sale in Pedralbes near Diagonal\nThis fantastic apartment of 177m2 built', ' three winds with large terrace and two parking spaces', ' plus two storage rooms']",calle del Doctor Ferran,177 m²,4th,with lift,"Garage optional 23,000 €","Three winds apartment for sale in Pedralbes near Diagonal
This fantastic apartment of 177m2 built, three winds with large terrace and two parking spaces, plus two storage rooms, has a splendid communal area and enjoys unobstructed views and southeast orientation.
We enter the house from the main el"
57,Flat,/en/inmueble/101617473/,"59,900€","['\n\nFlat in calle de les Agudes', ' 136', ' Ciutat Meridiana - Torre Baró - Vallbona', ' Barcelona\n\n\n59', '900€\n\n\n1 bed.\n59 m²\nGround floor interior without lift\n\n\nExterior apartment with 2 bedrooms and 1 bathroom. Located in the San Andrés de Palomar neighborhood']",calle de les Agudes,59 m²,Ground,without lift,,"Exterior apartment with 2 bedrooms and 1 bathroom. Located in the San Andrés de Palomar neighborhood, very close to the Ciutat Meridina L11 station. Consolidated residential area dated from all the necessary services. Ask for more information. From 05/31/2023 to this is a product included in ""WOW! S"
58,Flat,/en/inmueble/87303192/,"400,000€","[""\n\n\n\n\n\n\nFlat in calle d'Aribau"", "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n400', '000€\n\n\n3 bed.\n72 m²\n5th floor exterior with lift\n\n\nIn a royal estate', ' high and bright floor of 72 m2 built', ' it has 3 bedrooms (1 double', ' 1 generous single', ' 1 single) with a bathroom', ' living room of 17m2 outside a nice and spacious block of apples where the Seminari Conciliat of Barcelona itself']",calle d'Aribau,72 m²,5th,with lift,,"In a royal estate, high and bright floor of 72 m2 built, it has 3 bedrooms (1 double, 1 generous single, 1 single) with a bathroom, living room of 17m2 outside a nice and spacious block of apples where the Seminari Conciliat of Barcelona itself, which provides us with magnificent views of its archit"
